title,artist,popularity,album_name,album_release,genre,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Cuts Both Ways,Gloria Estefan,41,Cuts Both Ways,1989-07-06,latin,0.38,0.309,-12.6,1,0.0329,0.649,0,0.0733,0.299,83.718,193608
Just Hold On - DVBBS Remix,Steve Aoki,41,Just Hold On (Remixes),2017-03-24,edm,0.614,0.839,-3.05,1,0.0429,0.0324,0,0.131,0.351,110.009,216000
Animals - Victor Niglio & Martin Garrix Festival Trap Remix,Martin Garrix,41,Animals (The Remixes Pt. 1),2014-01-27,edm,0.661,0.869,-4.314,1,0.0388,0.00445,0.851,0.0343,0.374,139.99,198466
Just One Last Time (feat. Taped Rai),David Guetta,41,Nothing but the Beat 2.0,2011-08-26,edm,0.532,0.814,-2.507,1,0.0579,0.0206,0,0.124,0.208,128.022,227107
Summer Air (feat. Trevor Guthrie),Hardwell,40,Summer Air (feat. Trevor Guthrie),2019-05-31,pop,0.632,0.574,-8.584,1,0.053,0.0942,0,0.215,0.557,125.989,201905
sweetener,Ariana Grande,40,Sweetener,2018-08-17,pop,0.722,0.461,-6.428,1,0.0319,0.256,0,0.214,0.464,119.91,208493
no tears left to cry,Ariana Grande,40,Sweetener,2018-08-17,pop,0.701,0.713,-5.507,1,0.0547,0.04,3.14e-6,0.267,0.361,121.934,205920
Loveless (feat. Robert James),Upchurch,40,King of Dixie,2017-10-18,rap,0.606,0.549,-11.261,1,0.167,0.00237,0,0.198,0.524,176.051,308245
Phantom of the Pines,Upchurch,40,Creeker,2018-02-12,rap,0.448,0.846,-6.087,1,0.0537,9.59e-4,0,0.39,0.391,144.852,168368
New Orleans,Jelly Roll,40,Waylon & Willie III,2018-11-16,rap,0.751,0.658,-6.664,1,0.146,0.0474,0,0.291,0.261,116.966,238068
Alcoholic Shrink,Upchurch,40,Creeker 2,2019-04-20,rap,0.666,0.751,-5.849,1,0.0405,0.00667,0,0.196,0.46,124.029,214763
Dirty Elvis,Upchurch,40,Creeker 2,2019-04-20,rap,0.67,0.818,-7.373,1,0.0315,0.00609,0,0.0754,0.552,130.036,152080
Shaka Zulu,Tyga,40,The Gold Album: 18th Dynasty,2015-06-30,rap,0.845,0.705,-3.239,1,0.197,0.331,0,0.14,0.287,86.989,253793
"All Dead, All Dead - Remastered 2011",Queen,40,News Of The World (2011 Remaster),1977-10-28,rock,0.491,0.0765,-14.57,1,0.0416,0.787,3.06e-4,0.114,0.305,113.728,189587
If You Can't Beat Them - Remastered 2011,Queen,40,Jazz (2011 Remaster),1978-11-10,rock,0.427,0.774,-5.434,1,0.0681,0.0021,0.00607,0.358,0.665,140.444,255187
In Only Seven Days - Remastered 2011,Queen,40,Jazz (2011 Remaster),1978-11-10,rock,0.517,0.469,-7.148,1,0.0306,0.427,1.96e-6,0.128,0.409,115.076,149253
Back Chat - Remastered 2011,Queen,40,Hot Space (2011 Remaster),1982-05-03,rock,0.787,0.844,-6.423,1,0.0637,0.122,9.19e-5,0.372,0.71,118.959,275093
Sentimental Lady - 2018 Remaster,Fleetwood Mac,40,50 Years - Don't Stop,2018-11-16,rock,0.438,0.56,-8.756,1,0.0379,0.576,6.7e-5,0.139,0.567,74.564,182587
Si Voy a Perderte,Gloria Estefan,40,Exitos de gloria estefan,1990-09-16,latin,0.576,0.34,-12.999,1,0.0255,0.519,0,0.0861,0.431,82.226,246840
Anything for You,Gloria Estefan,40,Greatest Hits,1985,latin,0.55,0.534,-10.326,1,0.0397,0.523,1.42e-6,0.0585,0.194,143.73,241627
Tus Ojos,Gloria Estefan,40,Mi Tierra,1993-06-03,latin,0.653,0.661,-8.399,1,0.0336,0.346,0,0.0569,0.782,98.354,250867
Roni,Bobby Brown,40,Don't Be Cruel,1988-06-20,r&b,0.706,0.681,-12.543,1,0.0391,0.0137,2.84e-5,0.0777,0.887,147.297,355200
Metropolis,David Guetta,40,Nothing but the Beat (Ultimate Edition),2012-12-07,edm,0.691,0.982,-2.894,1,0.13,0.00301,0.195,0.244,0.364,128.03,330013
Paris - VINAI Remix,The Chainsmokers,40,Paris (Remixes),2017-02-17,edm,0.532,0.822,-3.309,1,0.0432,0.0648,0,0.356,0.335,99.962,218787
Call You Mine,The Chainsmokers,39,World War Joy,2019-05-31,pop,0.591,0.702,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,217653
goodnight n go,Ariana Grande,39,Sweetener,2018-08-17,pop,0.694,0.453,-7.069,1,0.0397,0.0213,0,0.0795,0.24,110.909,189507
Be That Way,Jelly Roll,39,Waylon & Willie,2017-11-03,rap,0.674,0.67,-6.457,1,0.061,0.204,0,0.289,0.371,143.948,246938
Forever Fame,Upchurch,39,Creeker 2,2019-04-20,rap,0.491,0.648,-5.645,1,0.0287,0.0225,0,0.122,0.309,179.932,141269
Good Old-Fashioned Lover Boy - 2011 Mix,Queen,39,A Day At The Races (2011 Remaster),1976-12-10,rock,0.543,0.461,-6.724,1,0.0302,0.577,0,0.0563,0.385,96.803,173173
Sheer Heart Attack - Remastered 2011,Queen,39,News Of The World (2011 Remaster),1977-10-28,rock,0.155,0.938,-4.624,1,0.126,0.00543,0.00262,0.359,0.383,184.469,207600
Who Needs You - Remastered 2011,Queen,39,News Of The World (2011 Remaster),1977-10-28,rock,0.863,0.381,-12.823,1,0.0528,0.261,2.77e-4,0.202,0.906,120.645,186853
Sweet Emotion - Single Version,Aerosmith,39,Aerosmith's Greatest Hits,1980-11-11,rock,0.473,0.787,-9.898,1,0.0317,0.0131,8.76e-4,0.0913,0.603,99.893,192733
No Te Olvidaré,Gloria Estefan,39,Exitos de gloria estefan,1990-09-16,latin,0.605,0.445,-12.482,1,0.0426,0.59,0,0.0492,0.256,143.908,242467
Tres Gotas De Agua Bendita,Gloria Estefan,39,La Reina Y Sus Amigos,2009-11-16,latin,0.778,0.793,-4.013,1,0.0482,0.0936,0,0.0508,0.888,110.127,255747
Every Little Step,Bobby Brown,39,Step Up: All In (Original Motion Picture Soundtrack),2014-07-25,r&b,0.571,0.9,-5.957,1,0.0392,0.0111,8.65e-6,0.0622,0.93,98.138,239163
How You Love Me (feat. Conor Maynard & Snoop Dogg) - Thomas Gold Remix,Hardwell,39,How You Love Me (feat. Conor Maynard & Snoop Dogg) [The Remixes],2019-02-22,edm,0.612,0.951,-3.351,1,0.0572,0.0702,1.12e-4,0.0647,0.657,125.991,179130
Countdown - Original Mix,Hardwell,39,Countdown,2013-10-21,edm,0.769,0.977,-2.703,1,0.0969,0.0688,0.89,0.0778,0.207,128.005,278438
Follow Me (feat. Jason Derulo),Hardwell,38,United We Are,2015-01-20,pop,0.519,0.814,-2.884,1,0.0547,0.0114,0,0.0676,0.381,127.968,199849
Proud,Jelly Roll,38,Waylon & Willie,2017-11-03,rap,0.748,0.679,-7.219,1,0.0384,0.492,8.47e-6,0.142,0.255,129.952,273483
Seven Seas Of Rhye - Remastered 2011,Queen,38,Queen II (2011 Remaster),1974-03-08,rock,0.317,0.896,-6.089,1,0.104,0.122,0.0168,0.253,0.421,126.894,168973
It's Late - Remastered 2011,Queen,38,News Of The World (2011 Remaster),1977-10-28,rock,0.293,0.691,-5.245,1,0.0575,0.19,4e-6,0.0899,0.513,182.256,386360
More Of That Jazz - Remastered 2011,Queen,38,Jazz (2011 Remaster),1978-11-10,rock,0.354,0.717,-5.787,1,0.0656,0.0338,3.93e-5,0.0936,0.514,174.069,256653
Staying Power - Remastered 2011,Queen,38,Hot Space (2011 Remaster),1982-05-03,rock,0.823,0.855,-6.105,1,0.109,0.134,0,0.0801,0.491,115.353,252133
Same Old Song and Dance,Aerosmith,38,Aerosmith's Greatest Hits,1980-11-11,rock,0.51,0.74,-8.427,1,0.0385,0.199,0,0.391,0.608,132.689,182560
Oye Mi Canto - Single Version,Gloria Estefan,38,Oye Mi Canto...Los Éxitos,1989,latin,0.715,0.84,-6.617,1,0.0527,0.151,0.00239,0.096,0.924,119.588,247707
RX,Don Omar,38,Meet The Orphans,2010-01-01,latin,0.646,0.867,-4.468,1,0.27,0.103,0,0.163,0.892,88.241,225333
I'm Not Sorry,Hardwell,38,I'm Not Sorry,2019-03-08,edm,0.649,0.82,-3.812,1,0.0558,0.121,0,0.0771,0.349,128.096,186094
Wizard,Martin Garrix,38,Wizard,2013-12-16,edm,0.578,0.915,-4.98,1,0.068,0.00706,0.775,0.489,0.186,127.933,281260
Bigroom Never Dies - Mix Cut,Hardwell,38,Hardwell presents Revealed Vol. 9,2018-10-12,edm,0.688,0.967,-4.747,1,0.0531,5.2e-4,0.0632,0.305,0.225,129.969,169846
Until You Were Gone - Reez Remix,The Chainsmokers,38,Until You Were Gone (Remixes),2015-12-18,edm,0.509,0.733,-6.127,1,0.0569,0.064,2.2e-6,0.358,0.316,128.021,216267
Freedom,David Guetta,38,7,2018-09-14,edm,0.456,0.802,-7.173,1,0.0962,0.00266,0.37,0.122,0.0616,116.497,235160
Loyal To The Game - DJ Quik Remix (Explicit),2Pac,37,Loyal To The Game,2004-01-01,rap,0.762,0.64,-6.412,1,0.32,0.24,0,0.0918,0.548,75.357,260853
Pop It,Tyga,37,#BitchImTheShit,2014-11-22,rap,0.913,0.449,-9.439,1,0.0794,0.183,1.23e-5,0.0861,0.0865,97.527,176065
Ghost Story,Coldplay,37,A Sky Full of Stars,2014-06-29,rock,0.595,0.638,-7.941,1,0.0307,0.104,8.21e-4,0.0699,0.51,122.005,257373
Tie Your Mother Down - Remastered 2011,Queen,37,A Day At The Races (2011 Remaster),1976-12-10,rock,0.331,0.887,-5.588,1,0.0648,0.114,1.03e-4,0.367,0.196,135.035,287427
Fun It - Remastered 2011,Queen,37,Jazz (2011 Remaster),1978-11-10,rock,0.832,0.614,-6.846,1,0.296,0.121,0.00897,0.0808,0.834,113.88,208827
Leaving Home Ain't Easy - Remastered 2011,Queen,37,Jazz (2011 Remaster),1978-11-10,rock,0.518,0.454,-9.208,1,0.028,0.0531,0,0.112,0.216,107.689,195040
Life Is Real (Song For Lennon) - Remastered 2011,Queen,37,Hot Space (2011 Remaster),1982-05-03,rock,0.571,0.447,-8.303,1,0.0246,0.613,0,0.07,0.345,80.699,211360
1-2-3 - Single Version,Gloria Estefan,37,The Very Best Of Gloria Estefan (English Version),1984,latin,0.756,0.855,-6.7,1,0.0687,0.102,2.48e-5,0.0185,0.699,126.423,215880
Feels (feat. Young Thug & J Hus),Ed Sheeran,37,Feels (feat. Young Thug & J Hus),2019-07-11,r&b,0.665,0.68,-4.899,1,0.29,0.112,0,0.096,0.69,91.67,150787
Don't Stop the Madness,Hardwell,37,United We Are,2015-01-23,edm,0.686,0.903,-4.604,1,0.171,7.88e-4,0.00247,0.2,0.0391,129.995,225231
Born to Get Wild (feat. will.i.am),Steve Aoki,37,Neon Future I,2014-09-29,edm,0.657,0.887,-3.598,1,0.168,0.118,0,0.383,0.218,128.009,285000
pete davidson,Ariana Grande,36,Sweetener,2018-08-17,pop,0.654,0.312,-10.212,1,0.0508,0.429,8.59e-6,0.19,0.304,119.9,73813
Side Effects - Nolan van Lith Remix,The Chainsmokers,36,Side Effects - Remixes,2018-07-25,rap,0.548,0.939,-4.024,1,0.0977,0.275,2.79e-6,0.0561,0.516,145.082,184160
Now I'm Here - Remastered 2011,Queen,36,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.492,0.759,-6.938,1,0.0511,0.0321,0.00224,0.0988,0.522,132.547,252933
Stone Cold Crazy - Remastered 2011,Queen,36,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.429,0.922,-6.649,1,0.0924,0.0235,0.00138,0.0954,0.439,120.361,133813
"Get Down, Make Love - Remastered 2011",Queen,36,News Of The World (2011 Remaster),1977-10-28,rock,0.446,0.713,-4.825,1,0.268,0.41,0,0.212,0.369,143.229,230120
Dancer - Remastered 2011,Queen,36,Hot Space (2011 Remaster),1982-05-03,rock,0.74,0.476,-6.112,1,0.0344,0.045,1.01e-5,0.0494,0.511,100.09,230120
Rebel Rebel - 1997 Remaster,David Bowie,36,The Best Of David Bowie 1969-74,1997-10-27,rock,0.672,0.963,-4.168,1,0.0507,0.00205,0,0.291,0.621,126.549,265653
Everlasting Love,Gloria Estefan,36,The Very Best Of Gloria Estefan (English Version),1984,latin,0.708,0.817,-6.689,1,0.0383,0.156,0,0.111,0.853,128.871,240720
On Our Own - With Rap,Bobby Brown,36,The Best Of Bobby Brown 20th Century Masters The Millennium Collection,2005-01-01,r&b,0.693,0.81,-6.129,1,0.0412,0.0076,0,0.0461,0.532,102.494,271507
Animals,Martin Garrix,36,Gold Skies,2014-07-01,edm,0.676,0.865,-6.381,1,0.0389,0.00105,0.648,0.382,0.0372,128.006,303773
Turbulence - Radio Edit,Steve Aoki,36,Wonderland,2012,edm,0.694,0.947,-1.721,1,0.081,0.00625,0.256,0.117,0.288,130.024,228010
Let It Be Me - Sondr Remix,Steve Aoki,35,Let It Be Me (Remixes),2019-10-18,pop,0.467,0.821,-5.466,1,0.0934,0.00791,4.41e-4,0.131,0.232,122.676,185366
raindrops (an angel cried),Ariana Grande,35,Sweetener,2018-08-17,pop,0.336,0.231,-6.217,1,0.0493,0.943,0,0.183,0.431,168.724,37640
Colors (feat. Andreas Moe),Hardwell,35,United We Are,2015-01-20,pop,0.597,0.842,-3.424,1,0.0352,0.0135,6.38e-6,0.158,0.484,127.924,240938
No Worries,Jelly Roll,35,Crosses and Crossroads,2019-04-15,rap,0.724,0.516,-8.646,1,0.177,0.185,6.27e-4,0.313,0.277,139.927,160571
Poor Man's Mansion,Jelly Roll,35,Waylon & Willie III,2018-11-16,rap,0.576,0.748,-6.774,1,0.225,0.321,0,0.145,0.49,89.615,150290
Under Pressure - Remastered,Queen,35,Queen 40 Limited Edition Collector's Box Set Vol. 2,2011-01-01,rock,0.671,0.711,-7.813,1,0.0478,0.422,0,0.104,0.466,113.809,248440
Liar - Remastered 2011,Queen,35,Queen (2011 Remaster),1973-07-13,rock,0.217,0.784,-7.202,1,0.153,0.00252,0.0775,0.195,0.27,79.181,383907
The Fairy Feller's Master-Stroke - Remastered 2011,Queen,35,Queen II (2011 Remaster),1974-03-08,rock,0.441,0.897,-8.628,1,0.0909,0.248,0.0113,0.121,0.696,159.15,160987
Nevermore - Remastered 2011,Queen,35,Queen II (2011 Remaster),1974-03-08,rock,0.366,0.398,-11.527,1,0.0367,0.873,2.9e-6,0.13,0.181,117.705,78667
You Take My Breath Away - Remastered 2011,Queen,35,A Day At The Races (2011 Remaster),1976-12-10,rock,0.234,0.213,-15.166,1,0.0465,0.952,6.71e-5,0.264,0.0787,187.166,306480
The Millionaire Waltz - Remastered 2011,Queen,35,A Day At The Races (2011 Remaster),1976-12-10,rock,0.323,0.338,-7.625,1,0.0327,0.617,9.48e-6,0.129,0.37,93.231,295333
Sleeping On The Sidewalk - Remastered 2011,Queen,35,News Of The World (2011 Remaster),1977-10-28,rock,0.619,0.767,-7.811,1,0.027,0.466,2.79e-4,0.387,0.644,129.947,186080
Action This Day - Remastered 2011,Queen,35,Hot Space (2011 Remaster),1982-05-03,rock,0.727,0.478,-6.121,1,0.0403,0.0564,2.62e-4,0.0801,0.909,166.364,214813
Put Out The Fire - Remastered 2011,Queen,35,Hot Space (2011 Remaster),1982-05-03,rock,0.545,0.855,-5.869,1,0.0599,0.222,0,0.184,0.467,91.796,198240
Calling All Girls - Remastered 2011,Queen,35,Hot Space (2011 Remaster),1982-05-03,rock,0.613,0.718,-6.749,1,0.0346,0.0484,1.1e-4,0.0661,0.619,138.43,231853
Maldad,Steve Aoki,35,Maldad,2020-01-17,latin,0.674,0.808,-4.168,1,0.103,0.00182,7.7e-5,0.259,0.66,104.863,168159
Dr. Beat,Gloria Estefan,35,Exitos de gloria estefan,1990-09-25,latin,0.909,0.679,-10.875,1,0.0537,0.237,0.0402,0.12,0.871,117.517,262093
Don't Be Cruel,Bobby Brown,35,Don't Be Cruel,1988-06-20,r&b,0.771,0.662,-13.227,1,0.056,1.99e-4,1.23e-5,0.279,0.511,102.824,445573
Inside Out - DubVision Remix,The Chainsmokers,35,Inside Out (DubVision Remix),2016-07-15,edm,0.719,0.799,-4.805,1,0.0551,0.0186,3.94e-5,0.29,0.266,125.993,299547
I'm Not Sorry,Hardwell,34,I'm Not Sorry,2019-03-08,pop,0.65,0.819,-3.811,1,0.0551,0.117,0,0.0772,0.351,128.09,186094
Take it Slow,Jelly Roll,34,Waylon & Willie III,2018-11-16,rap,0.706,0.821,-6.554,1,0.119,0.0345,0,0.219,0.528,99.997,187116
The Night Comes Down - Remastered 2011,Queen,34,Queen (2011 Remaster),1973-07-13,rock,0.406,0.57,-12.374,1,0.0633,0.692,0.00219,0.396,0.642,142.792,263027
Son And Daughter - Remastered 2011,Queen,34,Queen (2011 Remaster),1973-07-13,rock,0.328,0.723,-7.842,1,0.0434,0.13,0.0857,0.369,0.749,144.832,199533
Seven Seas Of Rhye - Remastered 2011,Queen,34,Queen (2011 Remaster),1973-07-13,rock,0.245,0.458,-13.372,1,0.0409,0.718,0.963,0.154,0.0447,64.517,76573
Father To Son - Remastered 2011,Queen,34,Queen II (2011 Remaster),1974-03-08,rock,0.155,0.646,-11.086,1,0.0541,0.208,6.78e-5,0.188,0.213,155.32,373853
In The Lap Of The Gods... Revisited - Remastered 2011,Queen,34,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.41,0.575,-8.609,1,0.0368,0.408,0,0.291,0.503,132.074,226813
You And I - Remastered 2011,Queen,34,A Day At The Races (2011 Remaster),1976-12-10,rock,0.526,0.869,-5.78,1,0.0599,0.0796,0.00268,0.43,0.535,134.375,206147
Janie's Got A Gun - Single Version,Aerosmith,34,Tough Love: Best Of The Ballads,2011-01-01,rock,0.622,0.829,-4.76,1,0.0296,0.0721,2.86e-4,0.179,0.415,115.491,328560
I See Your Smile,Gloria Estefan,34,Greatest Hits,1985,latin,0.403,0.457,-8.984,1,0.0272,0.237,0,0.185,0.231,79.187,274133
Tu Fotografia,Gloria Estefan,34,Unwrapped,2003-08-27,latin,0.578,0.497,-8.082,1,0.0407,0.55,0,0.204,0.515,139.687,228307
It's Too Late,Gloria Estefan,34,"Hold Me, Thrill Me, Kiss Me",1994-10-14,latin,0.775,0.504,-9.479,1,0.0278,0.163,3.37e-5,0.0892,0.82,99.9,237627
Summer Air - DubVision Remix,Hardwell,34,Summer Air (DubVision Remix),2019-09-20,edm,0.575,0.814,-6.406,1,0.0393,0.012,1.61e-5,0.269,0.407,126.026,196190
Jesus - Remastered 2011,Queen,33,Queen (2011 Remaster),1973-07-13,rock,0.367,0.747,-7.065,1,0.172,0.137,1.49e-6,0.181,0.583,115.08,224173
Procession - Remastered 2011,Queen,33,Queen II (2011 Remaster),1974-03-08,rock,0.415,0.0725,-23.459,1,0.032,0.699,0.0472,0.137,0.435,58.883,73133
Some Day One Day - Remastered 2011,Queen,33,Queen II (2011 Remaster),1974-03-08,rock,0.337,0.573,-13.872,1,0.0364,0.265,0.0151,0.0792,0.699,117.597,262200
The Loser In The End - Remastered 2011,Queen,33,Queen II (2011 Remaster),1974-03-08,rock,0.386,0.813,-8.035,1,0.157,0.0346,2.68e-6,0.152,0.677,145.113,241187
Funny How Love Is - Remastered 2011,Queen,33,Queen II (2011 Remaster),1974-03-08,rock,0.444,0.945,-8.388,1,0.081,0.00318,7.85e-5,0.346,0.392,145.482,169760
In The Lap Of The Gods - Remastered 2011,Queen,33,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.326,0.551,-6.43,1,0.0323,0.551,2.94e-4,0.348,0.23,80.539,202613
Teo Torriatte (Let Us Cling Together) - 2011 Mix,Queen,33,A Day At The Races (2011 Remaster),1976-12-10,rock,0.274,0.239,-10.202,1,0.0291,0.647,6.53e-6,0.101,0.122,141.854,355653
Coming Out of the Dark,Gloria Estefan,33,Into The Light,1991-01-23,latin,0.64,0.425,-11.932,1,0.0426,0.643,0,0.168,0.477,131.865,243227
No Será Fácil,Gloria Estefan,33,Exitos de gloria estefan,1990-09-25,latin,0.361,0.204,-14.904,1,0.0414,0.679,0,0.159,0.157,135.427,278400
"Hold Me, Thrill Me, Kiss Me",Gloria Estefan,33,"Hold Me, Thrill Me, Kiss Me",1994,latin,0.626,0.553,-7.022,1,0.026,0.279,0,0.113,0.477,109.403,202333
This Is What It Feels Like - W&W Radio Edit,Armin van Buuren,33,This Is What It Feels Like (W&W Remix),2013-05-03,edm,0.55,0.816,-6.559,1,0.0415,0.0014,0.00117,0.277,0.296,129.923,206505
Anything More (feat. Era Istrefi) - Will Sparks Remix,Steve Aoki,33,Neon Future III (Remixes),2019-02-15,edm,0.409,0.847,-3.47,1,0.0499,0.00167,0.00598,0.186,0.034,124.301,186672
Just Hold On - Two Friends Remix,Steve Aoki,33,Just Hold On (Remixes),2017-03-24,edm,0.635,0.689,-7.286,1,0.0352,0.0451,1.88e-6,0.0894,0.329,102.002,230221
Don't Stop The The Madness **Hardwell Exclusive** [Mix Cut] - Original Mix,Hardwell,33,Hardwell On Air - Best Of December 2014,2015-01-20,edm,0.676,0.91,-4.476,1,0.278,0.00103,0.00419,0.341,0.0729,129.983,221654
O - Reprise,Coldplay,32,A Sky Full of Stars,2014-06-29,rock,0.201,0.327,-11.975,1,0.0285,0.869,0.846,0.117,0.0945,107.019,97360
Dear Friends - Remastered 2011,Queen,32,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.317,0.0455,-16.092,1,0.0344,0.88,0,0.172,0.571,107.711,67573
Misfire - Remastered 2011,Queen,32,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.614,0.84,-7.006,1,0.03,0.0808,0.0307,0.431,0.961,126.343,109653
Bring Back That Leroy Brown - Remastered 2011,Queen,32,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.702,0.641,-5.594,1,0.0879,0.399,0,0.0763,0.863,118.486,135307
Long Away - Remastered 2011,Queen,32,A Day At The Races (2011 Remaster),1976-12-10,rock,0.494,0.742,-6.458,1,0.0399,0.188,1.18e-6,0.263,0.317,116.738,213413
Ziggy Stardust - 1997 Remaster,David Bowie,32,The Best Of David Bowie 1969-74,1997-10-27,rock,0.467,0.513,-14.531,1,0.0825,0.0277,2.66e-6,0.229,0.448,80.966,198747
Tradición,Gloria Estefan,32,Mi Tierra,1993-06-03,r&b,0.571,0.698,-6.786,1,0.109,0.0839,0.00319,0.127,0.909,132.215,320027
Don't Be Cruel - Radio Edit,Bobby Brown,32,The Definitive Collection,2006-01-01,r&b,0.73,0.897,-7.228,1,0.041,2.25e-4,3.2e-6,0.0487,0.679,101.823,294467
Every Little Step - Remix,Bobby Brown,32,Dance...Ya Know It!,1989-10-26,r&b,0.676,0.758,-10.397,1,0.069,2.18e-4,7.54e-4,0.0291,0.679,102.727,281533
Sunday Morning,Jelly Roll,31,Whiskey Sessions II,2019-04-05,rap,0.662,0.829,-6.327,1,0.269,0.0271,0,0.097,0.538,170.062,209236
Drowse - Remastered 2011,Queen,31,A Day At The Races (2011 Remaster),1976-12-10,rock,0.439,0.561,-10.151,1,0.0338,0.178,6.94e-6,0.106,0.432,145.415,223293
Heat,David Bowie,31,The Next Day,2013-03-08,rock,0.373,0.473,-9.367,1,0.0268,0.385,0.0324,0.0744,0.113,103.984,265253
Scared To Be Lonely - LOOPERS Remix,Martin Garrix,31,Scared To Be Lonely Remixes Vol. 2,2017-03-24,edm,0.61,0.934,-3.984,1,0.16,0.0024,0.00345,0.396,0.512,128.01,251274
She Makes Me (Stormtrooper In Stilettos) - Remastered 2011,Queen,30,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.461,0.533,-7.677,1,0.0257,0.17,2.1e-4,0.119,0.371,77.031,249200
Cryin',Aerosmith,30,Tough Love: Best Of The Ballads,2011-01-01,rock,0.449,0.833,-3.687,1,0.0326,2.18e-4,0.00572,0.368,0.518,105.895,308640
I'll Be Good To You,Bobby Brown,30,Don't Be Cruel,1988-01-01,r&b,0.802,0.515,-9.488,1,0.0442,0.128,7.27e-6,0.0589,0.649,107.811,265760
Animals - Oliver Heldens Remix,Martin Garrix,30,Animals,2013-01-01,edm,0.669,0.949,-5.1,1,0.0452,0.0225,0.901,0.188,0.513,128.015,262813
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,29,ME!,2019-04-26,pop,0.614,0.839,-4.143,1,0.0702,0.0291,0,0.112,0.657,182.123,193040
Drowning Tonight,Jelly Roll,29,Whiskey Sessions II,2019-04-05,rap,0.647,0.647,-6.549,1,0.131,0.379,0,0.103,0.437,168.317,188248
A Bailar,Gloria Estefan,29,90 Millas,2007-08-06,latin,0.758,0.827,-4.116,1,0.0462,0.478,0,0.192,0.964,100.024,222307
Baldadig,Hardwell,29,Baldadig,2016-12-12,latin,0.673,0.939,-2.332,1,0.142,0.0128,1.06e-4,0.32,0.186,128.004,176241
Dare You - Radio Edit,Hardwell,29,Dare You,2013-11-15,edm,0.457,0.89,-4.304,1,0.0461,0.0165,0,0.0964,0.19,127.877,218438
Everybody Hates Me - Steerner Remix,The Chainsmokers,29,Everybody Hates Me - Remixes,2018-03-30,edm,0.453,0.863,-6.239,1,0.0957,0.0672,0,0.107,0.499,154.872,176667
Three Triangles (Losing My Religion) - Original Club Mix,Hardwell,29,Three Triangles (Losing My Religion),2013-07-01,edm,0.731,0.806,-4.995,1,0.0748,0.00736,0.105,0.084,0.15,127.993,438760
"thank u, next",Ariana Grande,28,"thank u, next",2018-11-03,pop,0.724,0.647,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333
Whatcha Waiting For,Jelly Roll,28,Whiskey Sessions II,2019-04-05,rap,0.734,0.527,-7.05,1,0.102,0.0155,0,0.141,0.338,82.978,167579
Modern Love - 1999 Remaster,David Bowie,28,Let's Dance (1999 Remaster),1983-04-14,rock,0.315,0.889,-8.192,1,0.041,3.76e-4,0.00241,0.133,0.961,181.329,288467
Everybody Is In The Place - Radio Edit,Hardwell,28,Everybody Is In The Place (Radio Edit),2014-04-18,edm,0.609,0.989,-3.51,1,0.0867,4.34e-4,0.219,0.0715,0.0358,130.046,171697
Without You (feat. Sandro Cavazza),Avicii,27,AVĪCI (01),2017-08-10,pop,0.652,0.855,-4.832,1,0.0441,0.00179,0,0.0404,0.279,134.009,181673
Golden Years - Single Version [Remastered],David Bowie,27,Legacy (Deluxe Edition),2016-11-11,rock,0.722,0.677,-10.683,1,0.0413,0.368,1.26e-6,0.074,0.903,108.531,207573
Everywhere,Fleetwood Mac,27,Tango In The Night,1987-04-13,rock,0.69,0.54,-10.516,1,0.0317,0.218,0.00657,0.115,0.764,114.846,222733
EIFORYA - Original Mix,Armin van Buuren,27,EIFORYA,2014-04-14,edm,0.663,0.862,-4.56,1,0.0935,0.0549,0.647,0.116,0.231,132.06,363636
Dare You (feat. Matthew Koma) - Radio Edit,Hardwell,27,Dare You (Radio Edit) (feat. Matthew Koma),2013-12-10,edm,0.456,0.89,-4.304,1,0.0463,0.0169,0,0.0901,0.165,127.894,218440
Go Your Own Way,Fleetwood Mac,26,Rumours,1977-02-04,rock,0.597,0.812,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,218400
Tie Your Mother Down - Remastered 2011,Queen,26,A Day At The Races,1976-12-10,rock,0.327,0.886,-5.6,1,0.0722,0.094,1.95e-4,0.35,0.16,134.991,286693
My Prerogative,Bobby Brown,26,Gold,2009-01-01,r&b,0.689,0.804,-5.589,1,0.0853,0.0796,0,0.238,0.657,110.374,295653
If It Ain't Dutch,Armin van Buuren,26,If It Ain’t Dutch,2016-01-18,edm,0.547,0.968,-3.956,1,0.258,0.00481,0.0714,0.419,0.166,132.106,173500
