mintemp,maxtemp,rainfall,evaporation,sunshine,windgustdir,windgustspeed,winddir9am,winddir3pm,windspeed9am,windspeed3pm,humidity9am,humidity3pm,pressure9am,pressure3pm,cloud9am,cloud3pm,temp9am,temp3pm,raintoday,risk_mm,raintomorrow,year,month,day_of_year
7.6,24.9,0,NA,NA,NW,41,SE,NW,2,26,99,26,1020.6,1016.1,8,NA,13.2,24.4,No,0,No,2019,4,97
6.3,24.8,0,NA,NA,NW,48,SW,NW,2,33,56,28,1017.3,1014.1,NA,1,16,23.5,No,0,No,2019,4,98
13,20.9,0,NA,NA,WSW,50,WNW,WNW,28,28,47,34,1012.6,1013.7,NA,NA,18.4,18.7,No,0,No,2019,4,99
0.5,18.5,0,NA,NA,SSW,28,SE,W,15,11,56,35,1025.3,1022.6,NA,NA,10.1,17.9,No,0,No,2019,4,100
1.6,20.1,0,NA,NA,E,33,NA,WNW,0,6,71,39,1027.1,1023.2,NA,NA,10.2,19.5,No,0,No,2019,4,101
10.2,21.8,0,NA,NA,W,30,ENE,WNW,6,11,66,46,1027,1022.5,NA,5,14.3,19.8,No,0,No,2019,4,102
4.7,23.2,0,NA,NA,ESE,30,ESE,ESE,6,11,61,34,1025.3,1021.8,NA,5,13.6,21.7,No,0,No,2019,4,103
10.5,21.5,0,NA,NA,ENE,30,SE,ENE,11,13,63,46,1026.8,1022.8,1,3,15.6,21.2,No,0,No,2019,4,104
6.1,22.2,0,NA,NA,NE,28,SSW,NNW,4,13,72,39,1026,1022.2,1,5,13.8,21.8,No,0,No,2019,4,105
6.9,23.9,0,NA,NA,W,20,SE,NW,9,9,75,35,1027.5,1023.2,NA,NA,13.6,22.3,No,0,No,2019,4,106
7.2,24.3,0,NA,NA,WSW,26,SSW,NW,9,11,79,29,1027.1,1023,NA,NA,14.5,23.9,No,0,No,2019,4,107
6.3,26.1,0,NA,NA,W,33,NA,W,0,24,69,30,1026.5,1023.9,NA,NA,14.9,25.5,No,0,No,2019,4,108
13.7,24.9,0,NA,NA,NNW,20,NA,NW,0,9,79,42,1030.1,1025.6,8,NA,15.4,24.3,No,0,No,2019,4,109
9.8,25.8,0,NA,NA,E,26,NA,SW,0,13,84,35,1028,1023.2,8,NA,15.4,25.7,No,0,No,2019,4,110
8.8,24,0,NA,NA,NW,28,WSW,WNW,7,11,79,52,1025.5,1022.1,NA,1,16.7,23,No,0,No,2019,4,111
11.7,25.1,0,NA,NA,ESE,46,WSW,SW,6,11,70,82,1023.4,1022.1,NA,8,18.9,17.4,No,10,Yes,2019,4,112
10.1,23.7,10,NA,NA,E,33,S,SSE,11,9,87,51,1028.9,1024.9,7,8,15.1,22.7,Yes,0,No,2019,4,113
10,24,0,NA,NA,NW,28,NNW,NW,4,17,84,51,1026.4,1021.7,1,1,16.1,22.3,No,0,No,2019,4,114
8,24.6,0,NA,NA,NNW,33,NA,W,0,22,78,50,1022.3,1018,NA,4,14.9,22.6,No,0,No,2019,4,115
10,19.2,0,NA,NA,WNW,59,NW,WNW,20,22,57,46,1016.2,1013.3,NA,8,15.7,16.8,No,0,No,2019,4,116
1,16.7,0,NA,NA,N,35,SE,NNW,11,22,60,34,1024.9,1021.3,NA,NA,8.5,15.9,No,0,No,2019,4,117
0.2,19.1,0,NA,NA,NNW,39,N,NNW,7,28,64,40,1022.8,1019.7,NA,NA,8.9,18,No,0,No,2019,4,118
1.6,21.2,0,NA,NA,NNW,20,SSE,NNW,7,9,69,31,1026.4,1022.2,NA,NA,10.3,20.5,No,0,No,2019,4,119
4.4,22.6,0,NA,NA,NNW,39,NA,NW,0,20,93,36,1022.2,1017.8,NA,2,11.5,22.2,No,0,No,2019,4,120
6.5,20.8,0,NA,NA,NNW,33,NNW,WNW,6,13,80,61,1022,1021.3,8,8,12.4,20.1,No,0,No,2019,5,121
8.8,23.8,0,NA,NA,NNW,26,ESE,NW,4,11,84,57,1026.6,1022.5,8,8,16,22.4,No,20.8,Yes,2019,5,122
15.2,20.4,20.8,NA,NA,NNW,43,NNW,N,24,33,99,75,1019.1,1015.8,8,NA,15.8,18.9,Yes,0.6,No,2019,5,123
5,19,0.6,NA,NA,SSE,41,NA,WNW,0,22,82,47,1018.1,1015.6,NA,2,10.9,16.6,No,0,No,2019,5,124
4.9,17.4,0,NA,NA,S,48,S,S,24,33,65,58,1021,1019.4,NA,8,12.7,14.9,No,0,No,2019,5,125
2.2,16.6,0,NA,NA,N,30,NA,NNW,0,15,66,54,1021.1,1016.6,NA,NA,11.1,16,No,0,No,2019,5,126
0,15.5,0,NA,NA,NNW,48,NA,NNW,0,30,99,53,1017.5,1013.5,8,NA,5.5,14.4,No,1.8,Yes,2019,5,127
1.4,13.1,1.8,NA,NA,WNW,54,NW,WNW,19,28,76,54,1012.5,1014.4,8,8,9.5,11.2,Yes,0,No,2019,5,128
0.8,14.4,0,NA,NA,N,39,NNW,NNW,4,24,86,52,1019.8,1015.5,NA,NA,8.4,13.7,No,0,No,2019,5,129
3.4,11,0,NA,NA,NW,46,SSW,NNW,11,17,84,94,1013.9,1012.6,5,8,8.4,7,No,10.4,Yes,2019,5,130
4.4,16.2,10.4,NA,NA,NNW,31,WNW,NW,11,17,72,60,1020.1,1021.1,NA,NA,10.1,15,Yes,0.2,No,2019,5,131
0.2,12,0.2,NA,NA,NNE,15,SE,SE,4,7,99,73,1029.7,1027.8,8,NA,4.7,11,No,0.2,No,2019,5,132
0.7,17.3,0.2,NA,NA,NNW,30,NA,NW,0,19,99,48,1031,1027,8,NA,6.6,16.7,No,0,No,2019,5,133
0.3,18.1,0,NA,NA,NW,19,NNW,NNW,7,13,90,35,1029.7,1027.3,NA,NA,5.5,17.6,No,0,No,2019,5,134
-1.6,17.5,0,NA,NA,NNW,19,SE,NNW,6,13,78,28,1032.3,1029,NA,NA,5.8,17,No,0,No,2019,5,135
2,19,0,NA,NA,W,19,NA,W,0,7,78,44,1030.9,1026.5,4,NA,9.6,18.6,No,0,No,2019,5,136
0.3,19.1,0,NA,NA,NW,33,ESE,NNW,4,17,85,44,1029.8,1026.6,NA,NA,7,18.8,No,0,No,2019,5,137
-0.1,19.2,0,NA,NA,SE,19,SSE,WSW,9,9,82,31,1032.6,1029.4,NA,NA,7.7,18.9,No,0,No,2019,5,138
3.6,18.9,0,NA,NA,NNW,17,SSW,NW,4,13,86,52,1033.4,1029,1,4,10.3,17.8,No,0,No,2019,5,139
4.6,19.4,0,NA,NA,NNW,35,NA,NNW,0,20,91,51,1029.1,1024.5,6,1,8.4,18.9,No,0,No,2019,5,140
5.7,21.3,0,NA,NA,NW,37,N,NNW,17,28,72,55,1026.3,1024.5,NA,NA,14.8,19.2,No,0,No,2019,5,141
3.4,20.7,0,NA,NA,N,20,NA,NW,0,13,85,43,1029.9,1027.1,NA,NA,9.6,19.9,No,0,No,2019,5,142
6.8,19.4,0,NA,NA,NW,28,SSE,NNW,9,19,86,49,1030.6,1026.2,7,NA,10.9,18.8,No,0,No,2019,5,143
-0.3,17.4,0,NA,NA,NNW,26,NNE,NNW,7,17,99,49,1026.2,1022.5,8,8,4.9,16.7,No,0,No,2019,5,144
1.8,20,0,NA,NA,NW,44,NA,WNW,0,22,85,48,1021.6,1016.8,NA,8,8.7,18.5,No,8,Yes,2019,5,145
8.6,14.4,8,NA,NA,WNW,46,NW,NW,20,26,79,45,1015.3,1014,NA,NA,11.1,13.3,Yes,0.4,No,2019,5,146
5.8,9.1,0.4,NA,NA,NNW,63,WNW,WNW,26,37,78,59,1009,1008.6,8,8,5.8,7.4,No,0.4,No,2019,5,147
4.2,10.4,0.4,NA,NA,NW,61,NNW,NNW,31,33,67,84,1013.9,1011.2,NA,8,6.6,7.2,No,1.2,Yes,2019,5,148
6.5,9.8,1.2,NA,NA,NW,69,NNW,WNW,46,31,89,60,1004.6,1004.3,8,NA,7.6,9.2,Yes,2.2,Yes,2019,5,149
1.1,11,2.2,NA,NA,WSW,37,N,NW,9,20,69,43,1017.8,1017.7,NA,NA,4.9,10.6,Yes,0,No,2019,5,150
-2.7,12,0,NA,NA,N,31,SSW,N,4,22,93,64,1024.1,1023.1,NA,NA,3.5,11.4,No,0.2,No,2019,5,151
-0.7,15.2,0.2,NA,NA,S,30,NA,SSW,0,11,99,51,1030.1,1028.7,NA,NA,4,14.7,No,0,No,2019,6,152
-1.6,15.7,0,NA,NA,NNW,30,NA,NNW,0,20,90,51,1029.3,1023.7,NA,NA,4.2,14.9,No,0.4,No,2019,6,153
2.9,11.4,0.4,NA,NA,S,57,N,NW,11,17,87,64,1017.1,1013.5,8,8,7.6,8.7,No,3.6,Yes,2019,6,154
4.4,11.4,3.6,NA,NA,S,69,S,SSW,39,37,67,59,1019.3,1020.7,2,7,6.5,9.7,Yes,0,No,2019,6,155
3.3,12.3,0,NA,NA,S,46,S,SSE,19,13,63,50,1029.5,1028,1,NA,7.8,11.6,No,0,No,2019,6,156
-3.9,14.6,0,NA,NA,W,19,NE,NW,4,13,95,47,1032.6,1031.2,NA,NA,1.6,13.9,No,0.2,No,2019,6,157
-1.3,17,0.2,NA,NA,SE,17,S,NNW,6,7,87,44,1038.4,1034.9,NA,NA,5.5,16.5,No,0,No,2019,6,158
-0.1,11.2,0,NA,NA,NNW,20,N,NA,4,0,99,78,1033,1029.3,8,6,4.1,10.3,No,0,No,2019,6,159
0.6,16,0,NA,NA,NW,28,NA,NNW,0,17,100,70,1026.9,1022.7,8,8,4.6,14.3,No,0.4,No,2019,6,160
4.5,14.5,0.4,NA,NA,NNW,54,NNW,NW,37,17,99,85,1020.3,1017.8,8,8,10.9,12.7,No,2.8,Yes,2019,6,161
3.8,16.3,2.8,NA,NA,NW,26,SE,NW,7,13,99,48,1026.6,1025,8,NA,8.1,15.9,Yes,0,No,2019,6,162
0.6,17.4,0,NA,NA,NNW,50,E,NNW,2,30,100,64,1023.5,1019.7,6,3,5.8,16,No,1.8,Yes,2019,6,163
5.8,16.5,1.8,NA,NA,NW,39,NNW,WNW,20,24,99,55,1017.8,1016.3,8,5,12,14.7,Yes,0,No,2019,6,164
-2.2,14.5,0,NA,NA,WNW,30,ESE,WNW,7,17,98,47,1022.2,1019.1,1,2,2.4,14,No,0,No,2019,6,165
-1.4,13.7,0,NA,NA,NW,19,SE,NNW,6,11,99,60,1023.7,1021.2,8,NA,2.7,13.4,No,0.2,No,2019,6,166
-0.8,13.2,0.2,NA,NA,NNW,17,N,NA,2,0,99,55,1024.9,1021.3,7,8,4,12.7,No,0,No,2019,6,167
1.1,15.6,0,NA,NA,SE,26,NA,SSW,0,7,85,54,1024.5,1022.2,6,8,6.1,14.2,No,0,No,2019,6,168
0.5,13.7,0,NA,NA,NW,37,E,NW,6,24,99,59,1022.1,1018.9,2,8,4.9,11.5,No,0.4,No,2019,6,169
-2.7,11.9,0.4,NA,NA,WNW,26,NA,NW,0,9,95,44,1024.1,1022.5,NA,NA,2.2,11.2,No,0,No,2019,6,170
-4.4,11,0,NA,NA,N,31,SSW,NNW,2,15,83,48,1026.5,1022.3,NA,6,1.5,9,No,0,No,2019,6,171
-4.9,11.4,0,NA,NA,S,37,SSW,S,4,24,99,40,1025.5,1024.2,8,NA,-0.5,10.5,No,0,No,2019,6,172
-1.5,11.5,0,NA,NA,S,35,N,SSE,2,15,70,44,1029,1026.9,NA,NA,5.4,10.8,No,0.2,No,2019,6,173
-3.8,10.8,0.2,NA,NA,SSW,39,SE,S,15,28,75,57,1029.5,1028.3,2,8,6,9.8,No,0,No,2019,6,174
-0.8,13.6,0,NA,NA,ESE,33,SE,ESE,9,20,81,55,1034.1,1032.5,NA,7,6.3,11.8,No,0,No,2019,6,175
-2.2,15.9,0,NA,NA,SSE,19,N,ESE,6,2,89,49,1036.6,1033.7,NA,5,4.1,14.8,No,0,No,2019,6,176
0.4,15,0,NA,NA,E,22,SW,E,7,9,80,46,1038.7,1035.6,NA,NA,7.3,14.4,No,0,No,2019,6,177
0.4,15.9,0,NA,NA,SE,17,SSE,NE,6,7,99,55,1037.7,1033.6,8,1,6.4,15.2,No,0.4,No,2019,6,178
-1.1,16.7,0.4,NA,NA,NNW,30,NA,NNW,0,17,99,49,1034.2,1029.3,6,NA,1.9,15.8,No,0,No,2019,6,179
-1.7,16.6,0,NA,NA,N,54,NA,NNW,0,24,99,56,1027.8,1019.5,5,2,4.4,15.1,No,7.4,Yes,2019,6,180
4.3,11.3,7.4,NA,NA,NNW,46,N,NNW,17,26,82,49,1021.3,1021.3,8,NA,6.9,10.2,Yes,0.2,No,2019,6,181
-4.7,12.5,0.2,NA,NA,N,31,N,NNW,4,11,90,50,1026.9,1022.1,NA,1,0.6,11.1,No,0,No,2019,7,182
-3.6,15,0,NA,NA,NW,37,NE,NW,2,26,96,34,1023,1020.5,NA,NA,0.6,14.1,No,0,No,2019,7,183
-3.1,15.6,0,NA,NA,E,30,NA,N,0,15,84,55,1031.3,1030.7,6,4,4.9,13.2,No,0,No,2019,7,184
2.5,13.3,0,NA,NA,E,35,ESE,SE,7,19,76,66,1038.1,1036.7,1,8,9,12.2,No,0,No,2019,7,185
0,15.8,0,NA,NA,E,33,E,E,7,13,98,79,1039.2,1036,7,8,6.5,12.8,No,0.2,No,2019,7,186
4.6,15.6,0.2,NA,NA,NE,26,SSW,ENE,6,11,99,51,1038,1034.5,8,1,8.5,14.8,No,0.2,No,2019,7,187
0.2,15.3,0.2,NA,NA,NNW,17,NA,NW,0,7,83,60,1034.6,1030.5,6,6,8.9,14.6,No,0,No,2019,7,188
7.3,15.9,0,NA,NA,NW,35,NNW,WNW,15,26,96,58,1026.3,1022.4,7,3,10.1,14.9,No,0,No,2019,7,189
-1.2,13.4,0,NA,NA,WNW,39,SE,WNW,6,28,90,48,1022.6,1018.9,NA,NA,3.9,12,No,0,No,2019,7,190
3.9,10.8,0,NA,NA,NNW,57,NNW,NNW,19,28,83,64,1019.1,1015.4,2,8,7.9,9.5,No,0.8,No,2019,7,191
6,10.6,0.8,NA,NA,NW,61,NNW,NNW,22,37,67,66,1012.9,1011.9,8,8,7.8,8.5,No,0,No,2019,7,192
7.7,13.1,0,NA,NA,NW,69,NW,NW,31,48,67,77,1012.8,1010.4,7,7,10.1,10.6,No,2.8,Yes,2019,7,193
3.2,8.7,2.8,NA,NA,NNW,65,NNW,WNW,35,35,70,61,1013.4,1015.6,2,1,4.9,7.4,Yes,0,No,2019,7,194
1,8.6,0,NA,NA,NW,63,NW,NNW,31,28,70,69,1022,1018.1,NA,8,4.7,6.1,No,0.2,No,2019,7,195
4.6,12.8,0.2,NA,NA,WNW,54,W,WNW,11,28,62,46,1018,1018.4,1,NA,8.3,12.2,No,0,No,2019,7,196
-2.1,14,0,NA,NA,NW,46,S,WNW,4,30,86,47,1021.2,1019.5,NA,NA,5,13.2,No,0,No,2019,7,197
4.4,12.5,0,NA,NA,WNW,54,NNW,WNW,13,35,66,50,1020.1,1015.8,NA,NA,9.4,11,No,0,No,2019,7,198
5.9,13,0,NA,NA,NW,46,WNW,NW,19,33,55,52,1016.6,1016.6,NA,NA,9.4,11.9,No,0,No,2019,7,199
2.3,13.3,0,NA,NA,N,37,NW,N,20,26,75,62,1021.4,1021.2,NA,NA,7.8,12.3,No,0,No,2019,7,200
-0.7,12.7,0,NA,NA,NNW,28,ESE,NNW,9,17,95,61,1025.3,1021,8,NA,2.6,12.5,No,0,No,2019,7,201
-4.7,15.8,0,NA,NA,NW,44,SW,NNW,4,30,99,43,1019.8,1015.8,NA,3,2.5,15.2,No,0,No,2019,7,202
-1.6,17.3,0,NA,NA,N,31,NA,NW,0,22,80,33,1019.4,1015.6,NA,NA,4.8,16.6,No,0,No,2019,7,203
-2.4,16,0,NA,NA,WNW,59,NNW,WNW,30,37,58,46,1017.2,1015.6,NA,NA,10,14.5,No,0,No,2019,7,204
7.8,13.5,0,NA,NA,WNW,57,WNW,NNW,22,28,53,46,1020.6,1021.3,NA,NA,9.3,12.9,No,0,No,2019,7,205
-5.1,15.7,0,NA,NA,NW,24,S,NNW,9,11,85,36,1028.6,1024.6,NA,NA,1.9,15.5,No,0,No,2019,7,206
-1.8,11.1,0,NA,NA,NW,19,NNE,WNW,2,9,93,68,1023.8,1021.8,7,8,2,11,No,0.2,No,2019,7,207
0.2,16.2,0.2,NA,NA,WNW,28,E,NW,7,19,100,48,1025.8,1022.9,8,8,4.4,15.5,No,0,No,2019,7,208
-3.3,14.3,0,NA,NA,NNW,31,N,NNW,2,19,97,51,1028,1023.8,NA,NA,3.3,13.3,No,0,No,2019,7,209
-2.4,14.2,0,NA,NA,NW,37,N,NNW,6,22,89,73,1023.4,1020.2,7,8,3.3,11,No,0.2,No,2019,7,210
-1.4,13.6,0.2,NA,NA,SSE,31,SE,SSW,15,7,80,35,1026.4,1025.5,NA,NA,6.5,12.7,No,0.2,No,2019,7,211
-2.8,13.7,0.2,NA,NA,WNW,19,SE,W,11,11,74,44,1033.1,1029.8,NA,NA,4.6,13.2,No,0,No,2019,7,212
-3.8,14.6,0,NA,NA,NW,28,N,NW,4,20,83,48,1032,1028.7,NA,NA,2.4,14.1,No,0,No,2019,8,213
0,15.2,0,NA,NA,NNW,30,N,NNW,6,19,73,39,1032.8,1029.3,NA,NA,6.8,14.9,No,0,No,2019,8,214
-0.9,13.3,0,NA,NA,N,33,NW,N,9,20,98,57,1030.9,1027,8,NA,4.6,12.3,No,0,No,2019,8,215
0.4,13.6,0,NA,NA,NW,24,SE,NNW,7,15,93,53,1031.1,1026.9,8,2,1.4,12.3,No,0,No,2019,8,216
0.9,11.9,0,NA,NA,N,33,NA,N,0,20,93,55,1026.4,1023.5,7,NA,5.9,11,No,0,No,2019,8,217
-2.5,12.9,0,NA,NA,N,35,NE,NNW,7,22,97,49,1023.1,1018.3,8,NA,2.5,12.3,No,0,No,2019,8,218
-5,16,0,NA,NA,NW,43,NA,NNW,0,31,90,32,1016.2,1010.9,2,NA,3,14.4,No,3.2,Yes,2019,8,219
-3.5,12.6,3.2,NA,NA,WNW,63,NW,NW,17,31,93,55,1005.1,1002,8,1,5.7,10.3,Yes,6.6,Yes,2019,8,220
4.1,8.7,6.6,NA,NA,NNW,72,NNW,NW,35,35,89,63,999,1000.2,8,2,5,7,Yes,3,Yes,2019,8,221
0.8,8.8,3,NA,NA,W,52,NNW,NW,19,30,87,63,1002.3,1001,4,8,3.5,6.9,Yes,1.6,Yes,2019,8,222
2,10.7,1.6,NA,NA,NNW,46,NNW,WNW,26,26,88,54,1002.2,1005.1,8,8,4.1,8.8,Yes,0,No,2019,8,223
-1.6,13,0,NA,NA,NW,35,NW,NNW,9,24,75,52,1020.7,1020.3,NA,NA,4.8,12.2,No,0,No,2019,8,224
-1.7,12.7,0,NA,NA,N,31,SE,NNW,2,19,92,55,1027.7,1025.1,8,NA,3,11.9,No,0,No,2019,8,225
-4.1,10.2,0,NA,NA,N,24,NA,NNW,0,13,99,60,1030.9,1027.4,8,NA,0.9,9.1,No,0.2,No,2019,8,226
-3.2,15.3,0.2,NA,NA,NNW,46,ENE,WNW,9,31,71,28,1027,1022.5,NA,NA,6.9,14.5,No,0,No,2019,8,227
-2.8,18.3,0,NA,NA,NW,52,NA,NNW,0,31,76,30,1021.6,1016.5,NA,NA,5.5,16.5,No,0,No,2019,8,228
0.3,17.8,0,NA,NA,E,37,SE,SE,11,2,61,35,1021.4,1019,NA,NA,9.5,16.2,No,0,No,2019,8,229
-1.1,18.9,0,NA,NA,NW,70,NA,NW,0,15,99,36,1019.1,1011.8,8,8,4.9,18.4,No,2.4,Yes,2019,8,230
2.6,9.4,2.4,NA,NA,WNW,56,NW,WNW,26,31,73,49,1016.3,1019,7,6,5.7,8.5,Yes,0,No,2019,8,231
2.7,13.2,0,NA,NA,WNW,61,NW,NW,30,37,63,54,1024,1022,NA,NA,7.7,10.5,No,0,No,2019,8,232
6.8,16.6,0,NA,NA,W,52,W,WNW,30,30,56,38,1017,1015.6,NA,NA,12.3,16.1,No,0,No,2019,8,233
9,16.1,0,NA,NA,W,54,SW,SSE,24,28,42,27,1013.9,1016.6,NA,NA,13.5,14.2,No,0,No,2019,8,234
-5.2,14.7,0,NA,NA,NNW,31,NA,NNW,0,19,64,30,1028.4,1024.4,NA,NA,3.3,13.6,No,0,No,2019,8,235
-5.2,17.4,0,NA,NA,NW,56,NA,NW,0,31,60,32,1022.1,1017.3,NA,NA,8,16.4,No,0,No,2019,8,236
0.1,18.3,0,NA,NA,N,46,N,NNW,15,33,43,27,1018.1,1017.4,NA,NA,11.7,16.1,No,0,No,2019,8,237
5.1,13.7,0,NA,NA,NE,26,S,ESE,11,9,67,56,1024.5,1022,7,6,8.5,11.8,No,0.8,No,2019,8,238
5,13.2,0.8,NA,NA,NE,20,SE,NA,9,0,88,57,1025.5,1022.3,8,8,7.3,12.7,No,0,No,2019,8,239
1.6,17,0,NA,NA,WNW,44,NNW,WNW,9,28,88,31,1022.8,1017.5,NA,NA,7.8,15.7,No,0,No,2019,8,240
0.7,13.8,0,NA,NA,SSE,41,S,ESE,19,19,62,42,1025.9,1024.6,6,8,7,12.4,No,0,No,2019,8,241
1.3,14.5,0,NA,NA,SE,39,S,ESE,17,13,63,46,1029.3,1026.5,4,6,8,13,No,0,No,2019,8,242
0.6,17.2,0,NA,NA,NNE,26,SE,WNW,13,6,70,37,1028.4,1022.8,7,NA,8.7,16.2,No,0,No,2019,8,243
-2.3,19.8,0,NA,NA,NW,39,NNE,NW,4,20,70,25,1024.1,1018.2,NA,1,7.1,17.9,No,0.2,No,2019,9,244
0.5,19,0.2,NA,NA,NW,28,NW,WNW,7,11,68,33,1020.7,1017.7,NA,NA,10,18.1,No,0,No,2019,9,245
2.9,21.7,0,NA,NA,NW,41,NW,NNW,6,28,58,28,1019.2,1014.6,NA,NA,11.7,21.2,No,0,No,2019,9,246
-0.3,22.2,0,NA,NA,NW,48,W,WNW,9,31,63,26,1017.3,1014.4,NA,8,9.6,19.4,No,0,No,2019,9,247
1.5,21.2,0,NA,NA,SW,31,S,SW,7,13,55,33,1016.8,1013.4,8,8,10.9,20.4,No,0,No,2019,9,248
5.7,20.1,0,NA,NA,W,69,N,NW,4,37,65,53,1004.7,1000.7,NA,8,14.2,14,No,3.8,Yes,2019,9,249
5,11.8,3.8,NA,NA,WNW,69,WNW,WNW,33,37,61,52,1008.7,1008.2,8,8,8.3,9.9,Yes,0,No,2019,9,250
4,13.4,0,NA,NA,WNW,57,WSW,WNW,24,37,47,52,1014.2,1011.7,NA,NA,9.1,10.8,No,0,No,2019,9,251
3.7,14.1,0,NA,NA,SSW,69,W,S,17,46,43,29,1012.6,1014.8,5,1,9.3,12.8,No,0,No,2019,9,252
-0.5,16.3,0,NA,NA,SSW,35,SSW,NW,24,15,50,24,1026.4,1024.5,NA,NA,7.6,15.5,No,0,No,2019,9,253
-3.1,19.4,0,NA,NA,NNW,30,NNW,NW,7,17,68,28,1031.5,1027.4,NA,NA,7.3,18.6,No,0,No,2019,9,254
-0.9,19.2,0,NA,NA,NW,50,N,WNW,22,28,51,26,1024.6,1019.3,NA,7,12.1,18.3,No,0,No,2019,9,255
-2.8,22.3,0,NA,NA,N,50,W,N,2,35,55,17,1025.2,1019.8,NA,NA,9.3,21.4,No,0,No,2019,9,256
-0.5,21.8,0,NA,NA,NNW,35,NA,NNW,0,22,49,27,1024.6,1021.3,NA,NA,12.1,20.1,No,0,No,2019,9,257
-0.4,24,0,NA,NA,NW,43,NNW,NNW,4,31,50,17,1024.4,1019.8,1,NA,11.1,22.9,No,0,No,2019,9,258
5.4,24.7,0,NA,NA,NNW,46,NNW,WSW,20,24,17,37,1016.1,1015.3,2,8,20,19.5,No,32,Yes,2019,9,259
0.8,11.3,32,NA,NA,SE,50,SSE,SE,19,30,82,70,1024.3,1024.8,8,8,5.6,9.5,Yes,0,No,2019,9,260
1.5,15.9,0,NA,NA,SE,35,SSE,ESE,15,26,59,60,1029.3,1027.2,NA,6,10.6,13.1,No,0,No,2019,9,261
10,20.1,0,NA,NA,ENE,31,SW,NE,2,19,87,52,1028.3,1024.5,8,8,13.1,18.5,No,0,No,2019,9,262
5.6,23.3,0,NA,NA,NE,43,NW,N,4,15,72,42,1026.6,1020.9,4,1,14.9,22.6,No,0,No,2019,9,263
10.1,18.7,0,NA,NA,NW,52,NA,N,0,26,69,77,1020.1,1016.8,8,8,16.9,16.2,No,3.8,Yes,2019,9,264
6.9,17.2,3.8,NA,NA,NNW,50,W,NNW,20,31,49,37,1023.3,1021.3,5,7,13.2,15,Yes,0,No,2019,9,265
0.1,13.6,0,NA,NA,WNW,50,WNW,WSW,24,28,58,49,1023.7,1023.1,6,6,10.9,10.9,No,0.2,No,2019,9,266
-2.9,16.9,0.2,NA,NA,N,44,NNW,NW,7,30,68,39,1027.7,1024,NA,NA,7.5,15.3,No,0,No,2019,9,267
-0.9,17.9,0,NA,NA,ENE,30,W,S,6,7,63,34,1029.4,1025.1,NA,NA,9.6,16.8,No,0,No,2019,9,268
4.4,18.2,0,NA,NA,NNW,35,NNW,NNW,7,19,65,37,1027.1,1022.9,4,2,12.7,16.9,No,0,No,2019,9,269
0.7,20.8,0,NA,NA,WNW,54,SW,W,7,26,62,29,1020.3,1015.8,NA,7,11.3,18.8,No,0,No,2019,9,270
3.7,18.1,0,NA,NA,NNW,31,SW,NNW,17,13,42,35,1018.2,1016.7,NA,NA,11.4,17.2,No,0,No,2019,9,271
2.2,20.2,0,NA,NA,N,48,NNW,NNW,6,33,65,29,1018.7,1016.1,8,NA,10.9,18.5,No,0,No,2019,9,272
3.6,19.7,0,NA,NA,E,43,SSE,NW,9,11,57,29,1024.8,1023.2,NA,NA,11.7,19.1,No,0,No,2019,9,273
5.6,21.1,0,NA,NA,NNW,31,NW,N,7,17,64,26,1031.7,1026.5,1,NA,11.9,20.2,No,0,No,2019,10,274
1.8,24.7,0,NA,NA,NNW,43,NA,W,0,22,49,24,1028.9,1024.6,NA,NA,15.4,24.3,No,0,No,2019,10,275
4.2,28,0,NA,NA,NNW,39,NNW,WNW,2,20,44,19,1026,1020.9,NA,NA,16.3,27.2,No,0,No,2019,10,276
5.7,28.1,0,NA,NA,WNW,44,NNW,WNW,17,31,33,27,1019.9,1016.3,NA,5,21,25.7,No,4,Yes,2019,10,277
12.1,19.2,4,NA,NA,ENE,33,E,ENE,13,17,84,53,1023,1020.2,8,7,13.3,18.1,Yes,0,No,2019,10,278
11.4,30.4,0,NA,NA,N,61,SE,NNW,7,39,87,25,1016.8,1009.1,1,NA,13.9,28.8,No,0,No,2019,10,279
8.6,23.7,0,NA,NA,NW,54,NNW,NNW,19,31,51,34,1012.1,1010.1,NA,NA,18.4,22.2,No,0,No,2019,10,280
8.4,18.7,0,NA,NA,W,54,WNW,WNW,28,26,55,63,1011.3,1011.6,NA,8,14.4,12.3,No,11.2,Yes,2019,10,281
1.7,16.3,11.2,NA,NA,S,39,S,S,30,6,63,42,1023.1,1021,NA,2,7.6,15.8,Yes,0,No,2019,10,282
1,19.2,0,NA,NA,E,43,S,W,9,13,66,31,1023.6,1019.4,NA,1,8.6,18.2,No,0,No,2019,10,283
8.5,17.1,0,NA,NA,ESE,41,ESE,SE,13,26,69,48,1019.5,1015.8,8,5,12,15.8,No,0,No,2019,10,284
6.6,15.9,0,NA,NA,ESE,30,ESE,SE,19,11,63,48,1019.3,1017.1,8,8,10.5,14.1,No,0,No,2019,10,285
1.8,19.8,0,NA,NA,N,28,SSE,SW,6,9,69,31,1020.8,1017.3,NA,1,10.2,18.4,No,0,No,2019,10,286
4.3,22.7,0,NA,NA,SSW,33,S,WSW,7,13,77,32,1017.3,1013.7,8,5,10.2,21.3,No,0,No,2019,10,287
6.6,28,0,NA,NA,NW,56,S,N,6,30,60,29,1013.4,1009.2,5,NA,13.9,26.5,No,0,No,2019,10,288
